Date,Time,PC0.1,PC0.3,PC0.5,PC1.0,PC2.5,PC5.0,PC10,PM0.1,PM0.3,PM0.5,PM1.0,PM2.5,PM5.0,PM10
03/07/2025,16:09:06,36530,14612,11410,528,4,0,0,0.03342949,0.39446608,1.69957277,2.18302931,2.19961620,2.22909603,2.22909603
03/07/2025,16:09:06,36530,14612,11410,528,4,0,0,0.03342949,0.39446608,1.69957277,2.18302931,2.19961620,2.22909603,2.22909603
03/07/2025,16:09:07,36523,14609,11329,528,4,0,0,0.03342309,0.39439075,1.69029581,2.17401132,2.19008868,2.21737222,2.21737222
03/07/2025,16:09:07,36523,14609,11329,528,4,0,0,0.03342309,0.39439075,1.69029581,2.17401132,2.19008868,2.21737222,2.21737222
03/07/2025,16:09:08,36443,14577,11136,517,4,0,0,0.03334950,0.39352229,1.66736820,2.14064511,2.15761505,2.18161961,2.18161961
03/07/2025,16:09:08,36443,14577,11136,517,4,0,0,0.03334950,0.39352229,1.66736820,2.14064511,2.15761505,2.18161961,2.18161961
03/07/2025,16:09:09,36335,14534,10915,505,4,0,0,0.03325052,0.39235443,1.64088138,2.10310656,2.12109918,2.14402106,2.14402106
03/07/2025,16:09:09,36335,14534,10915,505,4,0,0,0.03325052,0.39235443,1.64088138,2.10310656,2.12109918,2.14402106,2.14402106
03/07/2025,16:09:10,36140,14456,10612,492,5,0,0,0.03307229,0.39025137,1.60408811,2.05435561,2.07349738,2.09205761,2.09205761
03/07/2025,16:09:10,36140,14456,10612,492,5,0,0,0.03307229,0.39025137,1.60408811,2.05435561,2.07349738,2.09205761,2.09205761
03/07/2025,16:09:11,35972,14389,10403,482,5,0,0,0.03291863,0.38843812,1.57838592,2.02021889,2.04012677,2.05868700,2.05868700
03/07/2025,16:09:11,35972,14389,10403,482,5,0,0,0.03291863,0.38843812,1.57838592,2.02021889,2.04012677,2.05868700,2.05868700
03/07/2025,16:09:12,35855,14342,10356,477,5,0,0,0.03281127,0.38717115,1.57180313,2.00865976,2.02882060,2.04738083,2.04738083
